unitary
"Operator([[ 0.85030065-0.2171174j , -0.19333398+0.43871496j],
          [ 0.37999769+0.29231935j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.32502031-0.35243531j],
          [ 0.11626566-0.46511412j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.18996475+0.44018433j],
          [ 0.37774536+0.29522414j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.1390034 +0.4588321j ],
          [0.09798887+0.46930484j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.38875824-0.2805635j ],
          [ 0.20665814-0.43259826j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.0932958 -0.47026029j],
          [-0.30732956-0.36796384j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.4494294 +0.16691931j],
          [ 0.47443679-0.06898246j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.40318946+0.25939758j],
          [-0.22947022+0.42094212j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.37577998+0.29772178j],
          [ 0.47251338+0.08111692j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
