,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.11640919-0.11819656j],
          [-0.13440449-0.0972469j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.00521034-0.16581429j],
          [-0.02236981-0.16438102j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.07546794-0.14773665j],
          [-0.09893113-0.13316966j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.05369632-0.1569657j ],
          [-0.07899227-0.14588265j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.11299961-0.12146035j],
          [-0.1315836 -0.1010311j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.13740058+0.09296563j],
          [ 0.15091929+0.0688832j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.15009466-0.070662j  ],
          [-0.15973739-0.04478273j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.02750524-0.16360009j],
          [-0.05426473-0.1567701j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.14705449-0.0767887j ],
          [-0.15775574-0.05132888j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.08872847-0.14017413j],
          [-0.11075332-0.12351206j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
