,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.12900612-0.46174264j],
          [-0.10815769-0.46706612j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.33157338-0.34627726j],
          [-0.45699718-0.14492214j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j ,  0.3768268 -0.29639569j],
          [-0.4727963 -0.0794513j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j ,  0.35757119-0.31936138j],
          [-0.46690824-0.10883722j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.27834785-0.39034769j],
          [ 0.05713056-0.4760094j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.44943044-0.16691653j],
          [ 0.31438827-0.36195147j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j ,  0.3481498 -0.32960668j],
          [-0.46355205-0.12234517j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.47740221-0.04399973j],
          [ 0.39786526-0.26749221j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j ,  0.43701935+0.19713683j],
          [-0.28900813+0.38252209j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
