,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.18662551+0.20091575j],
          [-0.12437665+0.2443904j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j,  0.11495735+0.24895989j],
          [-0.04228111+0.27094008j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j, -0.19597555+0.19180668j],
          [ 0.24106034+0.13071392j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j,  0.18516886+0.20225903j],
          [-0.12260749+0.24528274j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j,  0.27044026-0.04536834j],
          [-0.27251439+0.03053069j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.05605409+0.26842906j],
          [ 0.1275138 +0.2427683j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.1116416 +0.25046431j],
          [-0.03867992+0.27147759j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.25889947+0.09037303j],
          [-0.22419309+0.15790401j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.19744789+0.19029069j],
          [-0.13769778+0.23714034j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j, -0.25834156-0.09195573j],
          [ 0.22322257-0.15927305j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
