,unitary
0,"Operator([[ 0.96135264-0.1207989j, -0.12371898-0.2142483j],
          [ 0.06686698-0.2381964j,  0.96135264-0.1207989j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.96135264-0.1207989j , 0.0305786 +0.24550696j],
          [0.03111141+0.24544001j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.16932058+0.18038642j],
          [-0.11942849+0.21666923j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.07942329+0.2343089j ],
          [ 0.13492316+0.20737517j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.23502029-0.07729282j],
          [-0.24683663-0.01674503j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.00251784-0.24739115j],
          [-0.05876598-0.24032328j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.14327637+0.20169433j],
          [ 0.18872223+0.159977j  ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.02676136-0.24595233j],
          [-0.08677899-0.2316854j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.22315234-0.10682581j],
          [ 0.18978594-0.15871363j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.07588304+0.23547926j],
          [-0.01526551+0.24693255j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
