unitary
"Operator([[ 0.94460909-0.1427637j , -0.20498014-0.21287399j],
          [ 0.13291644-0.26394206j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.09266026+0.28061766j],
          [ 0.17144991+0.24070131j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.2874752 +0.06848504j],
          [ 0.29487426-0.01952847j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.28866853-0.06326666j],
          [-0.29447216+0.02486643j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.25684891-0.14615345j],
          [-0.28856843-0.06372168j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.135535  +0.26260704j],
          [ 0.20708722+0.21082475j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.09848489+0.27862684j],
          [-0.01174635+0.29528667j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.25792318+0.14424918j],
          [ 0.28903197+0.06158499j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.28881313+0.06260327j],
          [ 0.29441425-0.02554293j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.02304468-0.29462032j],
          [-0.06505084-0.28827171j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
