unitary
"Operator([[ 0.85030065-0.2171174j , -0.19296493+0.43887741j],
          [ 0.3797517 +0.29263885j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.45606375+0.14783336j],
          [ 0.47110868-0.08891263j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.14508453-0.45694565j],
          [-0.09174776-0.47056476j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.10561431-0.4676478j ],
          [-0.13151702-0.46103375j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47121447-0.08835028j],
          [-0.45588698+0.14837759j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.45976528-0.13588501j],
          [-0.46862874+0.1011729j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.39261114+0.27514603j],
          [-0.21263666+0.42969117j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.46627454+0.11152085j],
          [-0.35572846+0.32141267j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
