,unitary
0,"Operator([[ 0.97517033-0.0978434j , -0.18932027-0.06022738j],
          [ 0.17358114-0.09663897j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.97517033-0.0978434j , -0.17427105-0.09538923j],
          [ 0.15184632-0.12811011j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.97517033-0.0978434j , -0.16497393-0.11069374j],
          [ 0.13969399-0.1412625j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.97517033-0.0978434j , -0.08511519-0.17951297j],
          [ 0.04775484-0.19284444j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.97517033-0.0978434j , 0.03388874+0.19575765j],
          [0.00567782+0.19858818j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j , -0.15841805-0.11988838j],
          [ 0.1314421 -0.1489714j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j , -0.13789086-0.14302312j],
          [ 0.10672792-0.16756687j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.97517033-0.0978434j , 0.03125985+0.19619461j],
          [0.00834112+0.19849415j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.97517033-0.0978434j , 0.02749872+0.19675702j],
          [0.01213901+0.19829813j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j , -0.16634268-0.10862604j],
          [ 0.14144623-0.13950794j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
