,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.00873751-0.16566588j],
          [-0.01886689-0.1648198j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.15602476+0.056372j  ],
          [-0.14451086+0.08147477j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.1201349 +0.11440774j],
          [-0.09949042+0.13275234j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.05267535+0.15731126j],
          [-0.02584811+0.16387008j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.07993045+0.14537073j],
          [ 0.10293931+0.13009621j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.11937994+0.1151953j ],
          [ 0.13683617+0.09379439j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.15566672-0.05735329j],
          [ 0.14399499-0.08238306j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.15336178-0.06325892j],
          [ 0.14074227-0.08782448j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.03690473-0.1617392j ],
          [-0.06322525-0.15337566j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.01793804+0.16492348j],
          [ 0.04504964+0.15966232j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
