,unitary
0,"Operator([[ 0.85030065-0.2171174j ,  0.40030746+0.26382339j],
          [-0.22481918+0.42344443j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.47528095+0.0629036j ],
          [-0.38694068+0.28306493j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.36374833+0.31230754j],
          [ 0.4689474 +0.09968541j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j ,  0.27622831+0.39185044j],
          [-0.05455003+0.47631202j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.21253462-0.42974164j],
          [-0.01951244-0.4790283j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.32509507+0.35236634j],
          [ 0.45423119+0.15337168j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j ,  0.26002107+0.40278765j],
          [-0.03508327+0.47814016j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j ,  0.37465763+0.29913292j],
          [-0.18538104+0.44213427j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j ,  0.47895593+0.02121482j],
          [-0.41015244+0.24824146j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.30199874-0.37235146j],
          [ 0.08651402-0.47155506j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
