,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.00220893+0.16588143j],
          [ 0.02969741+0.16321639j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.00761016-0.16572149j],
          [-0.03499726-0.16216263j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.00227388+0.16588055j],
          [ 0.02976131+0.16320475j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.16122899-0.03907353j],
          [-0.16547702-0.01178483j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.00388843-0.16585056j],
          [-0.03134852-0.16290733j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.15497315-0.05920178j],
          [-0.16264707-0.03267199j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.1639096 +0.02559629j],
          [ 0.16588467-0.00195036j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.16549802-0.01148615j],
          [-0.16511026+0.01612849j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.0712092 +0.14983583j],
          [ 0.09507966+0.13594626j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.10491736-0.12850632j],
          [-0.12478225-0.10932025j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
