unitary
"Operator([[ 0.85030065-0.2171174j , -0.41224114-0.24475721j],
          [ 0.24443278-0.41243359j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.4330782 -0.20565049j],
          [-0.47865597+0.02715347j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.2975878 +0.37588609j],
          [-0.08094847+0.47254226j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.85030065-0.2171174j , 0.15411931+0.45397807j],
          [0.08239626+0.47229197j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.38812346+0.28144098j],
          [ 0.47554038+0.0609114j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.22938443+0.42098887j],
          [ 0.4031366 +0.25947973j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.42195049-0.2276107j ],
          [ 0.26117401-0.40204102j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47434913+0.0695827j ],
          [ 0.44964024-0.16635053j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
