,unitary
0,"Operator([[ 0.96939523-0.10815603j, -0.11103163-0.19038683j],
          [ 0.06634054-0.21017635j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j, -0.18352948+0.12203317j],
          [ 0.20591234+0.0785829j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j,  0.01664745-0.21976812j],
          [-0.06467449-0.21069498j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.16478287+0.14636178j],
          [ 0.19298868+0.10644499j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j, -0.20699919-0.07567364j],
          [ 0.1852308 -0.11943499j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.14506011-0.1659299j ],
          [ 0.10492252-0.19382061j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j, -0.0103125 -0.22015635j],
          [-0.03846305-0.21701557j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.15932663-0.15228326j],
          [-0.18897169-0.1134234j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j,  0.17298042+0.13657577j],
          [-0.13862585+0.17134188j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.12187074-0.18363738j],
          [-0.15934721-0.15226172j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
