,unitary
0,"Operator([[0.90789321-0.17879381j, 0.08955174+0.3684334j ],
          [0.0568304 +0.3748773j , 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.36731978+0.09401525j],
          [-0.30424548+0.22626837j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.33475549+0.17804901j],
          [ 0.37726876+0.03782819j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.34533808-0.15653848j],
          [ 0.2601988 -0.27578846j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.1881195 -0.32920167j],
          [ 0.04925252-0.37594797j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.12766573-0.35702122j],
          [-0.01723529-0.37876857j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.30671016+0.22291604j],
          [-0.19928744+0.32256349j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.36996968-0.08297664j],
          [ 0.31088292-0.21705874j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.90789321-0.17879381j, 0.11696754+0.36066783j],
          [0.02851731+0.37808656j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
