,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.26480549+0.19218331j],
          [ 0.31311114+0.094962j  ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629-0.1567647j , -0.3233126+0.05025267j],
          [ 0.3219589-0.05829956j,  0.9318629-0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.00350788-0.32717589j],
          [-0.11036501-0.30801937j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.2672474 -0.18877287j],
          [-0.31430277-0.09094031j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.22067032+0.24158017j],
          [-0.1294802 +0.30048502j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.27150688-0.18259349j],
          [-0.31630594-0.08370737j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.3000872 -0.13039955j],
          [-0.32623552-0.02503502j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.18991481+0.26643711j],
          [-0.09228451+0.31391072j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.1492876 +0.29115216j],
          [-0.04580691+0.32397237j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.9318629 -0.1567647j , 0.04530919+0.32404235j],
          [0.06320971+0.321031j  , 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
