,unitary
0,"Operator([[0.90789321-0.17879381j, 0.08090603+0.370428j  ],
          [0.06558681+0.37344485j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.26408623+0.27206829j],
          [-0.1412096 +0.35188426j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.33030364-0.18617785j],
          [ 0.23504889-0.29751422j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.15095398+0.34781544j],
          [ 0.27156027+0.2646086j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.19273178+0.32652281j],
          [ 0.30214523+0.22906537j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.36573519-0.1000023j ],
          [-0.376343  +0.04613712j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.10456501+0.36445692j],
          [ 0.23494491+0.29759633j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.22040924+0.30851654j],
          [-0.0869742 +0.36905037j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.37558626-0.05193887j],
          [-0.36723475+0.09434683j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.29547689+0.23760491j],
          [-0.1833235 +0.33189634j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
