unitary
"Operator([[ 0.36474278-0.22994759j, -0.36595553-0.82472017j],
          [-0.58632686-0.68578979j,  0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.36474278-0.22994759j, 0.48118172+0.76325026j],
          [0.48118172+0.76325026j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.36474278-0.22994759j, 0.48118172+0.76325026j],
          [0.48118172+0.76325026j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.36474278-0.22994759j, 0.26998244+0.86092758j],
          [0.66037696+0.61480816j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
