unitary
"Operator([[ 0.97517033-0.0978434j , -0.15881548+0.11936141j],
          [ 0.1793632 +0.08543036j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.16033872+0.11730728j],
          [ 0.18044798+0.08311456j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j , -0.04909941-0.1925065j ],
          [ 0.00987555-0.19842373j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.19736712-0.0227095j ],
          [-0.1979446 +0.01695398j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.97517033-0.0978434j ,  0.06935233+0.18617131j],
          [-0.03098337+0.19623846j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
