,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.39717417+0.26851727j],
          [ 0.47728716+0.04523063j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j , -0.25288349+0.40730675j],
          [ 0.4171994 +0.2362065j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.3813605 -0.29053919j],
          [ 0.19538342-0.43780608j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j , -0.37037401-0.30442066j],
          [ 0.17908673-0.44472102j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.17083092-0.44795719j],
          [-0.06484388-0.47502012j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.37380807+0.30019389j],
          [ 0.47196806+0.08423179j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.85030065-0.2171174j , -0.4010965 -0.26262225j],
          [ 0.22608748-0.42276861j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.35014392+0.32748753j],
          [ 0.46428609+0.1195294j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.31772685+0.35902437j],
          [ 0.45095699+0.16274716j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
