,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.22852354+0.09479298j],
          [ 0.24487146+0.03530847j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j , -0.23615468-0.07375422j],
          [ 0.21056612-0.12988698j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j , -0.20333084-0.14094428j],
          [ 0.1621396 -0.18686752j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j ,  0.14624617-0.19955144j],
          [-0.19106955-0.15716599j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.08746672-0.23142665j],
          [ 0.02749172-0.24587176j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.18037936-0.1693281j ],
          [ 0.13287936-0.20869067j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j ,  0.08025813+0.23402425j],
          [-0.01986457+0.24660519j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j , -0.15663663-0.19150375j],
          [ 0.10438839-0.22430288j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.18865283-0.16005883j],
          [ 0.14318888-0.20175644j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.08873911-0.23094175j],
          [ 0.02884452-0.24571673j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
