,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.07557379-0.14768253j],
          [-0.09902654-0.13309873j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.07375342-0.1486j    ],
          [-0.0973836 -0.13430548j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.9827211 -0.08208352j, 0.01380868+0.16532044j],
          [0.01380868+0.16532044j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.08108078-0.14473228j],
          [-0.10396779-0.12927577j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.09991113-0.132436j  ],
          [-0.1204973 -0.11402599j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.12914441-0.10413092j],
          [-0.1446298 -0.08126345j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.13560304-0.09556852j],
          [-0.14957847-0.07174823j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.14849422-0.07396616j],
          [-0.15870727-0.04830661j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.15528676-0.05837421j],
          [-0.16281905-0.03180386j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
