,unitary
0,"Operator([[ 0.87775053-0.20089548j, -0.36141894-0.24201521j],
          [ 0.22017036-0.37512668j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j, -0.42931406-0.06988885j],
          [ 0.35617536-0.24966803j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j, -0.23621321-0.36523737j],
          [ 0.05383183-0.43162154j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j,  0.35108305-0.25677949j],
          [-0.42782194-0.07850732j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.87775053-0.20089548j,  0.10587182-0.42188408j],
          [-0.278837  -0.3338337j ,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j, -0.33393776-0.27871237j],
          [ 0.17946301-0.39621717j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j,  0.38284166+0.20646375j],
          [-0.25492405+0.35243261j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j, -0.43448124+0.02052j   ],
          [ 0.40015286-0.17050719j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.27850998+0.33410658j],
          [ 0.39610835+0.17970306j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j,  0.39294868-0.18651098j],
          [-0.43495535+0.00297586j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
