unitary
"Operator([[ 0.79938141-0.2399973j , -0.48518278-0.26074572j],
          [ 0.2613276 -0.48486962j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.19102104+0.51662522j],
          [ 0.443994  +0.32597544j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.49524031+0.24109687j],
          [ 0.54614139-0.07155589j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.54573136-0.07461867j],
          [-0.49658509+0.23831472j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j ,  0.45245478-0.3141263j ],
          [-0.55065653-0.01296342j,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.79938141-0.2399973j , -0.26543425+0.48263373j],
          [ 0.48737877+0.2566176j ,  0.79938141-0.2399973j ]],
         input_dims=(2,), output_dims=(2,))"
