unitary
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.28258238+0.08648346j],
          [-0.24440365+0.16612961j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.23377643-0.18077825j],
          [ 0.16991153-0.24178971j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.08311795+0.28359055j],
          [ 0.16321235+0.24636137j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.2943008 +0.02681846j],
          [ 0.28908169-0.06135118j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
