,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.28506153+0.38547214j],
          [ 0.43497022+0.20161785j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.39077748-0.27774414j],
          [-0.47609714-0.05639471j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.45340081-0.15580936j],
          [ 0.32319766-0.3541075j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j , -0.4708048 +0.09050796j],
          [ 0.45656191-0.14628764j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.44153173-0.18681162j],
          [ 0.29791828-0.3756242j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.30441782+0.37037635j],
          [ 0.44471965+0.17909015j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j , -0.27973905+0.38935191j],
          [ 0.43215936+0.2075744j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.85030065-0.2171174j , 0.05771477+0.47593892j],
          [0.17752779+0.44534563j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j ,  0.29555131+0.37748943j],
          [-0.07839261+0.47297299j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j ,  0.32790729-0.34975084j],
          [-0.45544521-0.14972811j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
