,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.13492435-0.2073744j ],
          [ 0.07942463-0.23430844j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j ,  0.14717534-0.19886714j],
          [-0.19180053-0.15627308j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.24731171+0.00675542j],
          [-0.23795207+0.06773131j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j ,  0.18809882+0.16070953j],
          [-0.14249111+0.20224985j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.09993233+0.22632333j],
          [ 0.15281896+0.19456383j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j , -0.12508318+0.21345472j],
          [ 0.17400419+0.17587285j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.23738326-0.06969867j],
          [ 0.21275987-0.12626147j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j , -0.19680465-0.14992214j],
          [ 0.15359514-0.19395167j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.03893593-0.24432092j],
          [-0.02272046-0.24635848j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.1571986 +0.19104271j],
          [ 0.1995764 +0.1462121j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
