,unitary
0,"Operator([[ 0.96135264-0.1207989j , -0.0557304 -0.24104531j],
          [-0.00563769-0.24733972j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.96135264-0.1207989j , 0.03084502+0.24547363j],
          [0.03084502+0.24547363j, 0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.24039781+0.05846036j],
          [-0.2184611 +0.11611833j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.03993066+0.24416032j],
          [ 0.09909554+0.22669096j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j ,  0.17729317-0.17255681j],
          [-0.21447279-0.1233294j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j ,  0.03797808-0.24447164j],
          [-0.09728069-0.22747568j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.11793097+0.21748795j],
          [ 0.16807216+0.18155018j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.07118833-0.23694079j],
          [-0.12759535-0.2119626j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j , -0.12870187-0.21129256j],
          [ 0.07242622-0.23656534j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j ,  0.14858909+0.19781305j],
          [-0.09503008+0.22842505j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
