unitary
"Operator([[0.36474278-0.22994759j, 0.01330374+0.90216951j],
          [0.80826205+0.40099784j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.36474278-0.22994759j, 0.48118172+0.76325026j],
          [0.48118172+0.76325026j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.36474278-0.22994759j, 0.66308559+0.61188586j],
          [0.26617785+0.86211146j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.36474278-0.22994759j, 0.48118172+0.76325026j],
          [0.48118172+0.76325026j, 0.36474278-0.22994759j]],
         input_dims=(2,), output_dims=(2,))"
