,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.23376138-0.22893664j],
          [-0.2958013 -0.13984979j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.9318629 -0.1567647j , 0.05035166+0.3232972j ],
          [0.05820098+0.32197673j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j, -0.29973232+0.1312132j],
          [ 0.3261664 +0.02592j  ,  0.9318629 -0.1567647j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.32105031-0.06311158j],
          [-0.32402849+0.04540824j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.2703476 +0.18430557j],
          [-0.19516304+0.26261713j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.00886069+0.3270747j ],
          [ 0.11539008+0.30617234j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.9318629 -0.1567647j , 0.05428033+0.32266084j],
          [0.05428033+0.32266084j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.26045861+0.19803455j],
          [ 0.31091803+0.10191344j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.32718306+0.0027591j ],
          [ 0.31007667-0.10444533j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.12694169-0.30156621j],
          [ 0.02128357-0.32650173j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
