,unitary
0,"Operator([[ 0.96135264-0.1207989j ,  0.23113557-0.08823303j],
          [-0.24577933-0.02830622j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96135264-0.1207989j , -0.00425995+0.24736728j],
          [ 0.06532716+0.2386233j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96135264-0.1207989j ,  0.24606857+0.02567054j],
          [-0.2320679 +0.08575085j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96135264-0.1207989j , -0.10049993+0.22607185j],
          [ 0.1533067 +0.19417975j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96135264-0.1207989j , -0.12566646+0.21311185j],
          [ 0.17448451+0.17539634j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96135264-0.1207989j ,  0.04128122-0.24393561j],
          [-0.10034852-0.2261391j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96135264-0.1207989j , -0.11334497-0.21991279j],
          [ 0.05541405-0.24111823j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96135264-0.1207989j ,  0.20441598-0.1393658j ],
          [-0.23254083-0.08445993j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96135264-0.1207989j ,  0.06251663+0.239375j  ],
          [-0.00135081+0.24740027j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96135264-0.1207989j , -0.16961519-0.18010943j],
          [ 0.11978248-0.21647373j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
