,unitary
0,"Operator([[ 0.92502524-0.16355243j, -0.08009097+0.33341317j],
          [ 0.18956192+0.28573622j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.92502524-0.16355243j,  0.28349854-0.19289241j],
          [-0.33245318-0.08398684j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.92502524-0.16355243j, -0.29423787-0.17607663j],
          [ 0.21602274-0.26629511j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.92502524-0.16355243j, -0.28972693+0.18340451j],
          [ 0.33505057+0.07293847j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.92502524-0.16355243j, -0.28585854-0.18937741j],
          [ 0.20359061-0.27591624j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.92502524-0.16355243j, -0.08860427+0.33125246j],
          [ 0.19681818+0.28078731j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.92502524-0.16355243j, -0.33671423+0.06482619j],
          [ 0.33852892-0.05456262j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.92502524-0.16355243j, -0.21848774+0.2642764j ],
          [ 0.29586122+0.17333507j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.92502524-0.16355243j,  0.27075964+0.21039991j],
          [-0.18219855+0.29048682j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.92502524-0.16355243j,  0.1197027 -0.32132565j],
          [-0.22262731-0.26079875j,  0.92502524-0.16355243j]],
         input_dims=(2,), output_dims=(2,))"
