,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.08757005+0.12109188j],
          [ 0.10468247+0.10664584j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j, -0.10224963-0.10898059j],
          [ 0.08481562-0.12303685j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j, -0.07375837+0.12996714j],
          [ 0.09235219+0.11748544j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j,  0.09821079+0.11263391j],
          [-0.08027618+0.12604559j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j, -0.11824914-0.09137229j],
          [ 0.10326682-0.10801721j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.0430971 -0.14308877j],
          [ 0.02123024-0.14792239j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j, -0.13461426-0.06489035j],
          [ 0.12340559-0.08427821j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j,  0.12531517-0.0814117j ],
          [-0.13607402-0.06177067j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j, -0.14871789-0.01465419j],
          [ 0.14485805-0.03671376j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j, -0.04101365-0.14369981j],
          [ 0.01907888-0.14821522j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
