,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.07828445-0.14626371j],
          [ 0.0529351 -0.15722405j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.12185985-0.11256867j],
          [-0.13884597-0.09079275j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.09359948+0.13696957j],
          [-0.06957977+0.15059941j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.0291482 +0.16331537j],
          [-0.00165091+0.16588792j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.16450186-0.02146308j],
          [ 0.15866176-0.0484559j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.13713552+0.09335618j],
          [ 0.15072269+0.06931232j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.08964659-0.13958874j],
          [ 0.06524715-0.15252651j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.1310394 -0.10173594j],
          [ 0.11234602-0.12206514j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.05204062-0.15752238j],
          [ 0.02518716-0.16397297j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j, -0.1160056 +0.11859269j],
          [ 0.13407221+0.0977045j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
