,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.12215736+0.11224574j],
          [ 0.13908579+0.09042494j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16488758+0.0182651j ],
          [-0.15957266+0.04536622j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.14261935-0.08474225j],
          [ 0.1265847 -0.10722799j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.16562345-0.00950779j],
          [ 0.16175114-0.03685233j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j, -0.03511354-0.16213749j],
          [ 0.007729  -0.16571599j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.11436575+0.12017488j],
          [ 0.13271756+0.09953681j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.11404138-0.12048274j],
          [ 0.09247351-0.13773227j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j, -0.16394153-0.02539096j],
          [ 0.15745757-0.05223639j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.1576345 -0.0517j    ],
          [-0.16402703-0.02483265j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.05043393-0.15804412j],
          [-0.07595399-0.14748735j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
