,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.05687199-0.21293366j],
          [-0.10240361-0.19516318j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.96939523-0.10815603j, 0.02136427+0.21935983j],
          [0.02750749+0.21867442j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.21706528-0.03818155j],
          [ 0.20331253-0.08508337j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j,  0.2166088 -0.04069142j],
          [-0.22025071+0.00804927j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.20846604+0.07153373j],
          [-0.18757401+0.11572017j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j, -0.04773867+0.21516548j],
          [ 0.09398677+0.19935309j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.96939523-0.10815603j, 0.02443828+0.21903866j],
          [0.02443828+0.21903866j, 0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j, -0.19945006+0.09378081j],
          [ 0.21521468+0.0475164j ,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.22032618-0.00561608j],
          [ 0.21367061-0.05403737j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j, -0.10354205-0.19456158j],
          [ 0.05811502-0.21259776j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
