,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.36799766-0.09132585j],
          [ 0.30589245-0.22403681j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.22979491-0.30159076j],
          [-0.32698764-0.19194211j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.37585338-0.04996922j],
          [ 0.3288424 -0.18874682j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.33148857-0.18405981j],
          [ 0.23694842-0.29600361j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.36246581-0.11127094j],
          [ 0.29321128-0.24039516j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j, -0.37823225+0.02651509j],
          [ 0.36004347-0.1188755j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.28280582+0.25255407j],
          [ 0.35744749+0.12646729j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.03985056+0.3770605j ],
          [ 0.1798414 +0.33379598j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j,  0.24661325+0.28800103j],
          [-0.11900025+0.36000226j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.21627933-0.31142566j],
          [-0.31821026-0.20616721j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
