,unitary
0,"Operator([[ 0.9827211 -0.08208352j, -0.13220689-0.1002141j ],
          [ 0.1137498 -0.12075807j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j, -0.06299419+0.15347071j],
          [ 0.08758149+0.14089361j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j,  0.03904064+0.16123695j],
          [-0.01175107+0.16547942j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.08608147+0.14181504j],
          [ 0.10841523+0.12556936j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.12204247+0.11237064j],
          [-0.1017095 +0.13105992j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.03229747-0.16272185j],
          [-0.05884486-0.15510902j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.01674027+0.16504936j],
          [ 0.04388936+0.15998516j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.06563995-0.15235788j],
          [-0.09000598-0.13935728j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.14118992+0.08710301j],
          [ 0.15368353+0.06247318j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[0.9827211 -0.08208352j, 0.01501154+0.16521556j],
          [0.0126051 +0.16541656j, 0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
