,unitary
0,"Operator([[0.90789321-0.17879381j, 0.06584054+0.3734002j ],
          [0.08065432+0.37048288j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.23159833-0.3002081j ],
          [-0.32813215-0.1899789j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.90789321-0.17879381j, 0.04186684+0.37684195j],
          [0.10414291+0.36457776j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.36469962-0.10371536j],
          [ 0.29814307-0.23425072j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.90789321-0.17879381j,  0.37162152+0.07523386j],
          [-0.31534718+0.21052042j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.15834666+0.34451273j],
          [ 0.27714868+0.25874948j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j,  0.17323402+0.33727238j],
          [-0.03241843+0.37777206j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.90789321-0.17879381j, -0.15143265+0.34760731j],
          [ 0.27192428+0.26423451j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j, -0.25171382-0.28355394j],
          [ 0.12540613-0.35782117j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
