unitary
"Operator([[ 0.94460909-0.1427637j , -0.07107524-0.28684578j],
          [-0.01686795-0.29503841j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.29357483-0.03385279j],
          [-0.29046693+0.05441649j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.25993987+0.14058257j],
          [-0.20678505+0.21112114j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.26092519+0.13874522j],
          [-0.20826934+0.20965704j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.26956307+0.1211113j ],
          [ 0.29331427+0.03604071j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
