,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.15381941-0.06213787j],
          [-0.1619964 -0.0357588j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.10117304-0.1314745j ],
          [-0.12158222-0.11286847j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.11425437-0.12028078j],
          [ 0.09271706-0.13756843j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j,  0.14067669-0.08792949j],
          [-0.15331453-0.06337336j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.10731094-0.12651438j],
          [-0.1268122 -0.10695883j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j,  0.15760171-0.0517999j ],
          [-0.16401126-0.0249366j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j,  0.15310711-0.06387285j],
          [-0.1615818 -0.0375879j ,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.15341007-0.06314172j],
          [-0.16175927-0.03681665j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j,  0.16440784+0.02217179j],
          [-0.15845147+0.04913918j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.11570188-0.11888903j],
          [-0.13382186-0.09804712j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
