,unitary
0,"Operator([[ 0.87775053-0.20089548j,  0.02164425-0.43442668j],
          [-0.20845014-0.38176374j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.87775053-0.20089548j,  0.40990677-0.14550415j],
          [-0.43238865+0.04727652j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.87775053-0.20089548j,  0.42862268-0.07401091j],
          [-0.41814424+0.11979319j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.87775053-0.20089548j,  0.41743   -0.1222588j ],
          [-0.42905199+0.07148008j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.87775053-0.20089548j, 0.09704358+0.42400184j],
          [0.09704358+0.42400184j, 0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.87775053-0.20089548j, -0.30494149-0.31017044j],
          [ 0.13967023-0.41193111j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.87775053-0.20089548j, -0.2379089 +0.3641351j ],
          [ 0.3726106 +0.22440223j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.87775053-0.20089548j,  0.43491308+0.00675486j],
          [-0.38867809+0.19525459j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.87775053-0.20089548j, -0.14772706+0.4091109j ],
          [ 0.31096955+0.30412655j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.87775053-0.20089548j,  0.37554322+0.21945912j],
          [-0.24269965+0.36095968j,  0.87775053-0.20089548j]],
         input_dims=(2,), output_dims=(2,))"
