unitary
"Operator([[ 0.85030065-0.2171174j , -0.47678552+0.05024353j],
          [ 0.44250669-0.18449031j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.26316378-0.4007414j ],
          [-0.42307361-0.22551623j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.47875942-0.02526382j],
          [ 0.4080388 -0.25170059j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.42490271-0.22205075j],
          [ 0.2664304 -0.39857708j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.4306737 -0.21063953j],
          [ 0.27696576-0.39132955j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.44788396+0.17102282j],
          [ 0.47504786-0.06464037j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
