,unitary
0,"Operator([[ 0.96939523-0.10815603j,  0.14134678+0.16910427j],
          [-0.10060087+0.19609852j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.96939523-0.10815603j,  0.2197639 -0.01670316j],
          [-0.21804126+0.03214304j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.96939523-0.10815603j, -0.22029417+0.00675596j],
          [ 0.21636616-0.04196251j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.96939523-0.10815603j, -0.11727115-0.18660826j],
          [ 0.07325943-0.20786587j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.96939523-0.10815603j,  0.12877085+0.17886652j],
          [-0.08618261+0.20284902j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.96939523-0.10815603j,  0.00159999-0.22039194j],
          [-0.05013453-0.21461988j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.96939523-0.10815603j,  0.09628682-0.1982524j ],
          [-0.13761352-0.17215599j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.96939523-0.10815603j,  0.19291674+0.10657532j],
          [-0.16468397+0.14647305j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.96939523-0.10815603j, -0.22036253-0.00393973j],
          [ 0.21407552-0.05241026j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.96939523-0.10815603j,  0.15460679+0.15707293j],
          [-0.11618651+0.18728551j,  0.96939523-0.10815603j]],
         input_dims=(2,), output_dims=(2,))"
