,unitary
0,"Operator([[ 0.99230021-0.05518458j, -0.03876764-0.10388468j],
          [ 0.02700957-0.10754274j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j, -0.03505916-0.10519417j],
          [ 0.02317876-0.10843294j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j, -0.0335946 -0.105671j  ],
          [ 0.02167036-0.10874444j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j, -0.02923837-0.10695829j],
          [ 0.01719826-0.10954076j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j, -0.02570962-0.10786089j],
          [ 0.01359118-0.11004652j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j, -0.0215581 -0.10876675j],
          [ 0.00936482-0.11048646j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j, -0.01910853-0.10922372j],
          [ 0.00687968-0.110669j  ,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j, -0.01409865-0.10998266j],
          [ 0.00181655-0.11086775j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j, -0.01002539-0.11042848j],
          [-0.00228103-0.11085916j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j, -0.00746721-0.11063091j],
          [-0.00484588-0.11077669j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
