unitary
"Operator([[ 0.96135264-0.1207989j , -0.21953367-0.11407755j],
          [ 0.18448566-0.16484465j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.23940158+0.06241476j],
          [ 0.24740082+0.00124553j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.18578509+0.16337876j],
          [-0.13958893+0.20426368j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.21451322+0.12325906j],
          [ 0.23833931+0.06635581j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.11333199-0.21991949j],
          [-0.16421772-0.18504394j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
