unitary
"Operator([[ 0.85030065-0.2171174j , -0.25851905-0.40375332j],
          [ 0.03330216-0.47826751j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.46493571-0.11697706j],
          [-0.46410126+0.12024502j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47099648+0.08950509j],
          [-0.37042728+0.30435585j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.3921813 +0.27575837j],
          [-0.21196587+0.43002246j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.3569705 +0.32003267j],
          [ 0.46670292+0.10971431j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.37374998+0.30026621j],
          [ 0.47195176+0.0843231j ,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.31825059-0.35856019j],
          [ 0.10738826-0.46724363j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
