,unitary
0,"Operator([[ 0.97517033-0.0978434j , -0.17888116-0.08643515j],
          [ 0.15814343-0.1202504j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.97517033-0.0978434j , -0.08343887-0.18029825j],
          [ 0.04595591-0.19328103j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[0.97517033-0.0978434j , 0.02071544+0.19758637j],
          [0.01895185+0.19776332j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.97517033-0.0978434j , 0.01983384+0.19767681j],
          [0.01983384+0.19767681j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.97517033-0.0978434j , -0.13377347-0.14688146j],
          [ 0.10192606-0.17053029j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j , -0.15678079-0.12202167j],
          [ 0.12941364-0.1507369j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j , -0.18338134-0.07642503j],
          [ 0.16454262-0.11133387j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.97517033-0.0978434j , -0.19335944-0.0456249j ],
          [ 0.18044085-0.08313003j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.97517033-0.0978434j , -0.19726681+0.02356499j],
          [ 0.19801625-0.01609561j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j , -0.18649081-0.06848854j],
          [ 0.16916684-0.10417333j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
