unitary
"Operator([[ 0.85030065-0.2171174j , -0.43767519-0.19567646j],
          [ 0.29028382-0.38155491j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.47880678-0.02434976j],
          [-0.43186638+0.20818328j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.4421355 +0.18537811j],
          [-0.29913541+0.37465565j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j ,  0.31773833+0.3590142j ],
          [-0.10672104+0.46739648j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.23278247+0.41911952j],
          [ 0.40522243+0.25621012j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.34795848+0.32980865j],
          [ 0.46348098+0.12261414j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.46313696-0.12390724j],
          [ 0.34703662-0.33077852j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.85030065-0.2171174j , -0.43997184-0.19045636j],
          [ 0.29480198-0.37807492j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
