,unitary
0,"Operator([[ 0.9827211 -0.08208352j,  0.03582202+0.16198244j],
          [-0.00845338+0.16568062j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9827211 -0.08208352j,  0.16478403+0.01917683j],
          [-0.15931929+0.04624813j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9827211 -0.08208352j, -0.15831789+0.04956786j],
          [ 0.16434723+0.02261668j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9827211 -0.08208352j, -0.13627698-0.09460503j],
          [ 0.11869401-0.11590193j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9827211 -0.08208352j,  0.04171719+0.16056526j],
          [-0.01450197+0.16526107j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9827211 -0.08208352j, -0.01229068-0.16544022j],
          [-0.01532552-0.16518673j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9827211 -0.08208352j, -0.05613534-0.15611006j],
          [ 0.02945943-0.16325951j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9827211 -0.08208352j,  0.11627187+0.11833165j],
          [-0.09502995+0.13598101j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9827211 -0.08208352j, -0.16589337+0.00095799j],
          [ 0.16375355-0.02657635j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9827211 -0.08208352j,  0.06452993+0.15283133j],
          [-0.03828162+0.16141885j,  0.9827211 -0.08208352j]],
         input_dims=(2,), output_dims=(2,))"
