,unitary
0,"Operator([[ 0.85030065-0.2171174j , -0.18154339-0.44372384j],
          [-0.05341322-0.47644084j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.85030065-0.2171174j ,  0.40633978-0.25443434j],
          [-0.47857902-0.02847747j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.85030065-0.2171174j , -0.01849356+0.47906872j],
          [ 0.2459074 +0.41155607j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.85030065-0.2171174j ,  0.42256477+0.22646824j],
          [-0.26226082+0.40133292j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.85030065-0.2171174j , -0.18437291+0.44255562j],
          [ 0.37397492+0.29998601j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.85030065-0.2171174j , -0.43717493-0.19679157j],
          [ 0.28931019-0.38229368j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.85030065-0.2171174j ,  0.3306055 -0.34720146j],
          [-0.45659086-0.14619723j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[0.85030065-0.2171174j , 0.11861178+0.46452136j],
          [0.11861178+0.46452136j, 0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.85030065-0.2171174j , -0.47541288-0.06189864j],
          [ 0.38753826-0.28224624j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.85030065-0.2171174j , -0.39695527-0.26884077j],
          [ 0.21947189-0.42624047j,  0.85030065-0.2171174j ]],
         input_dims=(2,), output_dims=(2,))"
