,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.14800036+0.29180861j],
          [ 0.2353322 +0.22732164j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.00471393-0.32716074j],
          [-0.10259079-0.31069519j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.10196289+0.31090181j],
          [ 0.19807597+0.26042711j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j ,  0.12295789+0.30321235j],
          [-0.01698044+0.32675378j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.31605386-0.08465416j],
          [ 0.2709589 -0.18340568j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.15563276-0.28781038j],
          [-0.24123629-0.2210462j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.31378462-0.09271237j],
          [ 0.26617796-0.19027786j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.32615329-0.02608446j],
          [-0.31673552+0.08206693j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.31608545+0.08453613j],
          [ 0.32634692-0.02353848j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.06860039-0.31992242j],
          [-0.16950134-0.27986723j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
