unitary
"Operator([[ 0.93997574-0.14807824j,  0.10398415+0.28931944j],
          [-0.01000005+0.30727584j,  0.93997574-0.14807824j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.93997574-0.14807824j, 0.04784204+0.30369323j],
          [0.04784204+0.30369323j, 0.93997574-0.14807824j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.93997574-0.14807824j, 0.08326814+0.29594739j],
          [0.01175033+0.30721388j, 0.93997574-0.14807824j]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.93997574-0.14807824j, 0.04784204+0.30369323j],
          [0.04784204+0.30369323j, 0.93997574-0.14807824j]],
         input_dims=(2,), output_dims=(2,))"
