,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.25419545+0.20601224j],
          [-0.17279764+0.2778441j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.32324187+0.05070563j],
          [-0.28885904+0.15367767j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.26244562+0.19539361j],
          [ 0.31193157+0.09876773j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.15652561-0.28732578j],
          [ 0.0538985 -0.32272484j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j ,  0.23973994+0.22266821j],
          [-0.15368807+0.28885351j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.17275885-0.27786822j],
          [-0.25416669-0.20604773j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.11582614-0.30600764j],
          [-0.20957479-0.25126635j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.29567708+0.14011222j],
          [-0.23355814+0.22914399j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.31364111+0.09319669j],
          [ 0.32687081-0.01455485j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.25904573+0.19987917j],
          [-0.17938766+0.27363559j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
