,unitary
0,"Operator([[0.9318629 -0.1567647j , 0.05428033+0.32266084j],
          [0.05428033+0.32266084j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.11449641-0.30650765j],
          [-0.20848186-0.25217392j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.30640407-0.11477333j],
          [ 0.25198543-0.20870964j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.24765288-0.21383269j],
          [ 0.16405638-0.2830934j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 9.31862897e-01-0.1567647j ,  1.07453840e-01+0.30904699j],
          [-4.20716237e-04+0.32719443j,  9.31862897e-01-0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.24254789-0.21960622j],
          [ 0.15734332-0.28687881j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.16111658-0.28477678j],
          [ 0.05907078-0.32181829j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.31661968+0.08251272j],
          [-0.27219424+0.18156725j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j , -0.19035782-0.26612078j],
          [ 0.09280664-0.31375675j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.17199325+0.27834276j],
          [-0.07145394+0.3192972j ,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
