,unitary
0,"Operator([[ 0.99230021-0.05518458j,  0.03708365-0.10449766j],
          [-0.04844195-0.09974134j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.99230021-0.05518458j,  0.0441469 -0.10171533j],
          [-0.05515313-0.09619298j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99230021-0.05518458j,  0.0346055 -0.10534428j],
          [-0.04607295-0.10085752j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99230021-0.05518458j,  0.0499539 -0.09899275j],
          [-0.06062244-0.09284329j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99230021-0.05518458j,  0.06303496-0.09122254j],
          [-0.07276125-0.08367053j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99230021-0.05518458j,  0.0566821 -0.09530004j],
          [-0.06689969-0.08842731j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99230021-0.05518458j,  0.04859568-0.09966653j],
          [-0.0593473 -0.09366352j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99230021-0.05518458j,  0.05854136-0.09416935j],
          [-0.06862211-0.08709744j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99230021-0.05518458j,  0.05334277-0.09720857j],
          [-0.06379257-0.09069435j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99230021-0.05518458j,  0.06396018-0.09057622j],
          [-0.0736091 -0.08292561j,  0.99230021-0.05518458j]],
         input_dims=(2,), output_dims=(2,))"
