unitary
"Operator([[ 0.94460909-0.1427637j , -0.25591868-0.14777625j],
          [ 0.20081758-0.21680519j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.08831072-0.28201668j],
          [ 0.00102482-0.29551843j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.02166797-0.29472477j],
          [-0.10779733-0.27515801j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.11453744-0.27242131j],
          [-0.18992779-0.22640589j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.0675343 -0.28770004j],
          [-0.14953916-0.25489259j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
