,unitary
0,"Operator([[ 0.9318629 -0.1567647j , -0.09805913+0.31215505j],
          [ 0.19479714+0.26288866j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j ,  0.30810583+0.11012342j],
          [-0.25511494+0.20487249j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j , -0.25659253-0.20301883j],
          [ 0.17604221-0.27579977j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.31882917+0.07351415j],
          [ 0.32533328-0.03485151j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.9318629 -0.1567647j , -0.24401397-0.21797603j],
          [ 0.1592621 -0.28581804j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j , -0.25772433+0.20158011j],
          [ 0.30949434+0.10615849j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j , -0.3154445 -0.0868973j ],
          [ 0.26964913-0.18532597j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j , -0.29400137+0.14359513j],
          [ 0.32480221+0.03949553j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.19512477+0.26264557j],
          [-0.09844827+0.31203254j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j ,  0.00790982-0.32709907j],
          [-0.11449952-0.30650649j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
