,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.28829468+0.2462699j ],
          [ 0.3601438 +0.1185712j ,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.30481399-0.22550193j],
          [-0.36755523-0.09309049j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j, -0.09358666-0.36742921j],
          [-0.05271601-0.37547798j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.37703613+0.04008051j],
          [ 0.36408013-0.10586947j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.3154956 -0.21029791j],
          [ 0.21220118-0.31421863j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.90789321-0.17879381j, -0.19536849+0.32495206j],
          [ 0.30398949+0.22661217j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.13507187+0.35428559j],
          [ 0.25931728+0.27661749j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.90789321-0.17879381j, 0.101773  +0.36524642j],
          [0.04431332+0.3765621j , 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.02443219-0.37837251j],
          [-0.16607177-0.34085606j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
