,unitary
0,"Operator([[ 0.90789321-0.17879381j, -0.37913787-0.00414249j],
          [ 0.34925733-0.14758728j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.90789321-0.17879381j,  0.11449861-0.36145921j],
          [-0.24300015-0.29105603j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.90789321-0.17879381j,  0.32609085-0.19346175j],
          [-0.375095  -0.05537537j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.90789321-0.17879381j, -0.29801107-0.23441862j],
          [ 0.18687658-0.32990882j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.90789321-0.17879381j, -0.37828576-0.02574048j],
          [ 0.34027974-0.16724948j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[0.90789321-0.17879381j, 0.06565438+0.37343298j],
          [0.08083901+0.37044263j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.90789321-0.17879381j, -0.10291463+0.36492639j],
          [ 0.23359576+0.29865651j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.90789321-0.17879381j, 0.07326195+0.37201529j],
          [0.07326195+0.37201529j, 0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.90789321-0.17879381j,  0.04286485-0.37672973j],
          [-0.18250521-0.33234701j,  0.90789321-0.17879381j]],
         input_dims=(2,), output_dims=(2,))"
