,unitary
0,"Operator([[ 0.98599146-0.07408833j, -0.12490091-0.08204583j],
          [ 0.11123763-0.09978951j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.98599146-0.07408833j, -0.10906277+0.10216196j],
          [ 0.12310501+0.08471666j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.98599146-0.07408833j,  0.12538662+0.0813016j ],
          [-0.11182911+0.09912621j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.98599146-0.07408833j, -0.12853164+0.07623237j],
          [ 0.13848039+0.05616883j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.98599146-0.07408833j,  0.02877933-0.14664074j],
          [-0.05036989-0.14069339j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.98599146-0.07408833j, -0.07566819-0.12886458j],
          [ 0.05556124-0.13872528j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.98599146-0.07408833j, -0.14942666+0.00185179j],
          [ 0.14802549-0.02049904j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.98599146-0.07408833j, -0.0437142 -0.14290145j],
          [ 0.02186841-0.14782939j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.98599146-0.07408833j, -0.08792476-0.12083457j],
          [ 0.06888016-0.13261704j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.98599146-0.07408833j,  0.04366386+0.14291684j],
          [-0.02181634+0.14783708j,  0.98599146-0.07408833j]],
         input_dims=(2,), output_dims=(2,))"
