,unitary
0,"Operator([[ 0.95240675-0.13313589j,  0.00723384-0.27412386j],
          [-0.0821266 -0.26163226j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.95240675-0.13313589j, -0.23230413+0.14570865j],
          [ 0.26335538+0.07642096j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.95240675-0.13313589j,  0.0854276 -0.26057311j],
          [-0.15360709-0.22715871j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.95240675-0.13313589j, -0.26032081+0.08619337j],
          [ 0.27397786+0.01150435j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.95240675-0.13313589j, -0.2452283 -0.12271634j],
          [ 0.20217682-0.1852586j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.95240675-0.13313589j, -0.07748836-0.26304329j],
          [ 0.00238647-0.2742089j ,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.95240675-0.13313589j,  0.03801337-0.27157173j],
          [-0.11102642-0.25073762j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.95240675-0.13313589j,  0.18928003-0.19841695j],
          [-0.23643415-0.13890684j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.95240675-0.13313589j,  0.2526754 +0.10654276j],
          [-0.21377356+0.17174715j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.95240675-0.13313589j,  0.16218029-0.22111936j],
          [-0.21659866-0.16817027j,  0.95240675-0.13313589j]],
         input_dims=(2,), output_dims=(2,))"
