,unitary
0,"Operator([[ 0.9318629 -0.1567647j ,  0.29487331+0.14179597j],
          [-0.2322477 +0.23047208j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.9318629 -0.1567647j , -0.03455367+0.32536505j],
          [ 0.13910945+0.29615018j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.9318629 -0.1567647j ,  0.32078789+0.06443213j],
          [-0.2820489 +0.16584568j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.9318629 -0.1567647j , -0.12593046+0.30198988j],
          [ 0.21780835+0.24416366j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.9318629 -0.1567647j , 0.03146385+0.32567836j],
          [0.07682825+0.31804684j, 0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.9318629 -0.1567647j ,  0.32582231-0.02993644j],
          [-0.3176831 +0.07831869j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.9318629 -0.1567647j ,  0.17310519-0.27765259j],
          [-0.25442341-0.20573064j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.9318629 -0.1567647j ,  0.11643518-0.30577642j],
          [-0.21007466-0.25084858j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.9318629 -0.1567647j ,  0.29051201+0.15052954j],
          [-0.22526887+0.23729793j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.9318629 -0.1567647j , -0.14011328-0.29567658j],
          [ 0.03565721-0.32524596j,  0.9318629 -0.1567647j ]],
         input_dims=(2,), output_dims=(2,))"
