,unitary
0,"Operator([[ 0.998072  -0.02773136j, -0.01480459+0.053517j  ],
          [ 0.01775339+0.05261238j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.998072  -0.02773136j, -0.0252133 +0.04947257j],
          [ 0.02792146+0.04799622j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.998072  -0.02773136j, -0.054817  +0.00885109j],
          [ 0.05522391+0.00579361j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.998072  -0.02773136j,  0.02732058+0.04834078j],
          [-0.02459421+0.04978323j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[0.998072  -0.02773136j, 0.00154222+0.05550556j],
          [0.00154222+0.05550556j, 0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.998072  -0.02773136j,  0.00612964-0.05518762j],
          [-0.00918458-0.05476211j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.998072  -0.02773136j, -0.0087709 -0.05482989j],
          [ 0.00571283-0.05523232j,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.998072  -0.02773136j,  0.00971914+0.05466977j],
          [-0.0066685 +0.0551251j ,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[0.998072  -0.02773136j, 0.00154222+0.05550556j],
          [0.00154222+0.05550556j, 0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.998072  -0.02773136j, -0.05440256+0.01111787j],
          [ 0.05493597+0.0080799j ,  0.998072  -0.02773136j]],
         input_dims=(2,), output_dims=(2,))"
