unitary
"Operator([[ 0.96135264-0.1207989j , -0.19388255-0.15368238j],
          [ 0.14983359-0.19687208j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.24546242-0.0309341j ],
          [-0.24548481+0.03075594j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.22533509+0.10214116j],
          [-0.19305984+0.15471463j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j ,  0.18546898+0.16373753j],
          [-0.13919388+0.20453308j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.08199189+0.23342247j],
          [ 0.13719261+0.20588081j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.04435663+0.24339517j],
          [ 0.10319462+0.2248546j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.22343124-0.10624124j],
          [ 0.1902008 -0.15821623j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.24347048-0.04394137j],
          [ 0.2250303 -0.1028109j ,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.05167389-0.24194737j],
          [-0.00979126-0.24721013j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.96135264-0.1207989j , -0.00248699+0.24739146j],
          [ 0.06361531+0.23908537j,  0.96135264-0.1207989j ]],
         input_dims=(2,), output_dims=(2,))"
